Time,Temperature,Stress,Creep Strain
2.073472222,338.7,6.89789,0.00072601470
2.080428241,338.7,6.9013,0.00072442291
2.087372685,338.7,6.89947,0.00072871263
2.094328704,338.7,6.89225,0.00072624019
2.101284722,338.7,6.90136,0.00072579334
2.108252315,338.7,6.8912,0.00072955237
2.115243056,338.7,6.89742,0.00072692343
2.122199074,338.7,6.89562,0.00072888547
2.129143519,338.7,6.88831,0.00072641577
2.136087963,338.7,6.89267,0.00072897223
2.143032407,338.7,6.88931,0.00073008526
2.15,338.7,6.89613,0.00073125687
2.156979167,338.7,6.89157,0.00072715509
2.163935185,338.7,6.88427,0.00073035289
2.170902778,338.7,6.8917,0.00073144686
2.17787037,338.7,6.88565,0.00073442880
2.184814815,338.7,6.88572,0.00073072774
2.191770833,338.7,6.8839,0.00073173587
2.198726852,338.7,6.87766,0.00073156150
2.205706019,338.7,6.88892,0.00073242353
2.212673611,338.7,6.88448,0.00073261371
2.219641204,338.7,6.88056,0.00073463821
2.226597222,338.7,6.88176,0.00073418521
2.233564815,338.7,6.87561,0.00073394850
2.240520833,338.7,6.88641,0.00073440645
2.247476852,338.7,6.88082,0.00073510776
2.25443287,338.7,6.88527,0.00073169558
2.261400463,338.7,6.8849,0.00073451056
2.268356481,338.7,6.87637,0.00073392614
2.275324074,338.7,6.88383,0.00073370673
2.282280093,338.7,6.87712,0.00073730479
2.289247685,338.7,6.8809,0.00073802881
2.29619213,338.7,6.88009,0.00073709803
2.303148148,338.7,6.86993,0.00073656166
2.310104167,338.7,6.88525,0.00073778157
2.317071759,338.7,6.88045,0.00073893694
2.324016204,338.7,6.87998,0.00073710127
2.330960648,338.7,6.87819,0.00073578181
2.337928241,338.7,6.87176,0.00073841703
2.344907407,338.7,6.87973,0.00073949512
2.351875,338.7,6.87773,0.00073865904
2.358842593,338.7,6.87573,0.00074009007
2.365798611,338.7,6.88696,0.00073874547
2.37275463,338.7,6.87701,0.00074184222
2.379722222,338.7,6.88252,0.00073977106
2.386689815,338.7,6.88017,0.00074139128
2.393645833,338.7,6.87736,0.00073819263
2.400601852,338.7,6.88977,0.00073914013
2.407569444,338.7,6.88297,0.00074268113
2.414537037,338.7,6.88216,0.00074216805
2.421481481,338.7,6.88414,0.00074354171
2.428449074,338.7,6.87454,0.00074298877
2.435393519,338.7,6.89022,0.00074091679
2.442372685,338.7,6.88858,0.00074424633
2.449340278,338.7,6.87852,0.00074370701
2.45625,338.7,6.88496,0.00074208570
2.463206019,338.7,6.88015,0.00074515057
2.470162037,338.7,6.88496,0.00074071350
2.477118056,338.7,6.88622,0.00074634424
2.4840625,338.7,6.87698,0.00074476650
2.491018519,338.7,6.88985,0.00074474597
2.497986111,338.7,6.88422,0.00074544846
2.504953704,338.7,6.8874,0.00074577253
2.51193287,338.7,6.88902,0.00074805169
2.518900463,338.7,6.88223,0.00074550699
2.525856481,338.7,6.89581,0.00074731508
2.532824074,338.7,6.89019,0.00074748037
2.539780093,338.7,6.89018,0.00074938987
2.546747685,338.7,6.89263,0.00074890011
2.553726852,338.7,6.88629,0.00074777408
2.560706019,338.7,6.89988,0.00074624077
2.567650463,338.7,6.89743,0.00075054873
2.574606481,338.7,6.88901,0.00074900658
2.581574074,338.7,6.89626,0.00074867404
2.588518519,338.7,6.88992,0.00074856221
2.595486111,338.7,6.89789,0.00074820840
2.60244213,338.7,6.89625,0.00075106074
2.609409722,338.7,6.88702,0.00074906511
2.616377315,338.7,6.89554,0.00074642812
2.623344907,338.7,6.89236,0.00075081725
2.6303125,338.7,6.89307,0.00075121397
2.637291667,338.7,6.89506,0.00075389984
2.644259259,338.7,6.88628,0.00075105567
2.651215278,338.7,6.89869,0.00075146627
2.658194444,338.7,6.89425,0.00075255156
2.665150463,338.7,6.89145,0.00075263391
2.672118056,338.7,6.89786,0.00075381749
2.679074074,338.7,6.8899,0.00075232150
2.686041667,338.7,6.8987,0.00075009388
2.692986111,338.7,6.89704,0.00075384160
2.699930556,338.7,6.89344,0.00075442479
2.706886574,338.7,6.90184,0.00075644493
2.713842593,338.7,6.89306,0.00075586786
2.720810185,338.7,6.90147,0.00075556091
